Mapping_ID,Edge_Key,Endpoint_A,Endpoint_B,A_Zone,B_Zone,Edge_Label,Source_Document,Standard,Requirement_ID,Requirement_Text_Original,Edge_Total_Mapped_Req
E-0099,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2408,"Although a valid time in the EVCC is not mandatory, the EVCC should implement a mechanism to discard outdated certificates from the SECC.",200
E-0100,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2411,"If the OCSP status of any certificate in SECC certificate chain is not provided by the public SECC in the ""ServerHello"", the EVCC may contact the OCSP server listed in the said certificate for the OCSP status of that certificate.",200
E-0101,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2412,"If the private SECC provided OCSP status of at least one but not all of the certificates in the PE certificate chain in the ""ServerHello"", the EVCC may contact the OCSP server listed in the said certificate for the OCSP status of that certificate.",200
E-0102,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2413,"Per IETF RFC 6960 (as updated by IETF RFC 8954), the EVCC will verify the OCSP responder certificate before accepting the OCSP response. If the EVCC is unable to successfully verify the OCSP responder certificate (e.g. when the OCSP responder’s certificate is derived from a root not trusted by the EVCC) for any of the OCSP responses, the EVCC shall consider the entire SECC/PE certificate chain to have failed validation.",200
E-0103,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2414,"Per IETF RFC 6960 (as updated by IETF RFC 8954),the EVCC will verify the signature on the received OCSP response. If the EVCC is unable to successfully verify the signature on the OCSP response (e.g. when the signature on the response does not match the signature calculated by the EVCC using the OCSP responder’s certificate) for any of the OCSP responses, the EVCC shall consider the entire SECC/PE certificate chain to have failed validation.",200
E-0104,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2415,"If the certificate status of any certificate in the received SECC/PE certificate chain is not ""good"", the EVCC shall consider the entire SECC/PE certificate chain to have failed validation.",200
E-0105,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2416,"If the revocation status of any certificate in the received SECC certificate chain from the SECC is not available or cannot be determined, the EVCC shall consider the entire SECC certificate chain to have failed validation.",200
E-0106,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2417,"If the revocation status of at least one certificate of the received PE certificate chain from the private SECC is available, but the revocation status of all other certificates of the received PE certificate chain from the private SECC is not available or cannot be determined, the EVCC shall consider the entire PE certificate chain to have failed validation.",200
E-0107,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2418,"If the EVCC determines that the certificate chain it received during TLS session setup process is a PE certificate chain and the private SECC did not provide OCSP response for any of the certificates in the PE certificate chain, the EVCC shall ignore the fact that the private SECC has not sent OCSP responses. The EVCC shall continue with the PE certificate chain validation without the certificate revocation check as specified by",200
E-0108,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2419,"If the EVCC is in CPM4PE and it successfully validated the received certificate chain and the received chain contains a root CA certificate, the EV shall assume that the certificate it received during TLS session setup process is a PE certificate chain from the private SECC and the EVCC shall store the received root CA certificate as a PE private root CA certificate that it trusts for TLS session setup only. Refer to H.2.2.3 for details of CPM4PE.",200
E-0109,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2421,"If the SECC has provided a certificate chain that does not trace up to a V2G root CA certificate or a PE private root CA certificate that the EVCC contains/possesses, the EVCC shall only accept such a certificate, if it successfully validated the certificate chain using an out of band validation mechanism (e.g. server based certificate validation protocol, SCVP, according to IETF RFC 5055). If the validation using such a service is not done, gives a negative result or fails (e.g. due to missing",200
E-0110,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2422,"If the EVCC is unable to validate SECC/PE certificate chain successfully, the EVCC shall abort the TLS session setup process and apply",200
E-0111,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2426,"If the SECC provides a list of the available roots (i.e. the ""authorities"" element of ""certificate_authorities"" extension in the ""CertificateRequest"" message is not empty), the EVCC shall follow IETF RFC 5280, 7.1, as updated by IETF RFC 6818, IETF RFC 8398 and IETF RFC 8399, to utilize the received ""DistinguishedNames"" (see",200
E-0112,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2427,"If the public SECC did not provide any indication of the available roots (i.e. the ""authorities"" element of ""certificate_authorities"" extension in the ""CertificateRequest"" message is empty), the EVCC shall send a ""Certificate"" message containing its own certificate chain (vehicle certificate chain) including any necessary cross-certificates up to the corresponding root (excluding the root certificate itself) of its own choosing.",200
E-0113,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2428,"If the private SECC did not provide any indication of the available roots (i.e. the ""authorities"" element of ""certificate_authorities"" extension in the ""CertificateRequest"" message is empty), an EVCC not in CPM4PE shall send a ""Certificate"" message containing its own certificate chain (vehicle certificate chain) including any necessary cross-certificates up to the corresponding root (excluding the root certificate itself) of its own choosing.",200
E-0114,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2429,"If the EVCC cannot provide a certificate with a chain up to one of the roots, which the SECC signaled as being present in the SECC, the EVCC shall provide within the TLS handshake a valid certificate including a chain to a root certificate (the root certificate itself shall not be transmitted).",200
E-0115,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2430,If the named group and signature algorithm selected for the TLS session are based on curves as defined by,200
E-0116,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2431,If the named group and signature algorithm selected for the TLS session are based on curves as defined by,200
E-0117,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2441,"If the revocation status of any certificate in vehicle certificate chain is not available or cannot be determined, per",200
E-0118,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2442,"If the EVCC has provided a certificate chain that does not trace up to a root certificate that is trusted by the SECC, the SECC shall only accept such a certificate, if it successfully validated the certificate chain using an out of band validation mechanism (e.g. server based certificate validation protocol, SCVP, according to IETF RFC 5055). If the validation using such a service is not done, gives a negative result or fails (e.g. due to missing connectivity), the SECC shall consider that the",200
E-0119,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-1612,"Regardless if a previous TLS session is being resumed or a new TLS session is being initiated, the EVCC shall not send the ""early_data"" extension in the transmitted ""ClientHello"" message as described in IETF RFC 8446. TLS session setup There can be multiple TLS handshakes between the EVCC and SECC during the same V2G session. For the purposes of this document, ""Initial Handshake"" is defined as the first successful TLS handshake between the EVCC and SECC during the given V2G session. Similarly, f",200
E-0120,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2677,"Only full-handshake TLS shall be used for V2G communication between EVCC and SECC, whether initial or resumed, except for VAS communication.",200
E-0121,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-1525,Either full-handshake TLS or resumed TLS can be used to open an additional communication channel for a VAS. The resumption shall be based on the TLS context (i.e. ticket) exchanged in the V2G session. TLS session resumption shall be performed using the mechanism described in 7.7.3.7.,200
E-0122,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-1527,"If the SECC allows TLS resumption for VAS, the SECC shall issue the EVCC a separate TLS session ticket for each offered VAS. The SECC can provide TCP-level forwarding. This forwarding can be mapped to a fixed external URI or a Proxy server or localhost for local VAS. For an end-to-end secured communication via the proxy server, the proxy server should offer the HTTP CONNECT method as specified in IETF RFC 2817. If UDP based VAS are desired, the approach using session resumption can also be used",200
E-0123,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2470,"If the SECC does not support TLS session resumption, the EVCC shall setup a distinct TLS session for each value added service supported/provided by the SECC.",200
E-0124,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2021,0-RTT shall not be used for TLS session resumption.,200
E-0125,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2023,"If the SECC supports VAS services and it allows EVCC to use TLS resumption for VAS, it may send up to the same number of separate/unique ""NewSessionTicket"" messages (as described in IETF RFC 8446) as the number of VAS supported by the SECC.",200
E-0126,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2025,Minimum_TLS_SessionTicket_Lifetime shall be 20 s.,200
E-0127,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2026,Maximum_TLS_SessionTicket_Lifetime shall be 86 400 s (24 h).,200
E-0128,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2029,"It is up to the discretion of the CSO/PE operator whether to support TLS resumption for VAS. If the SECC does not support TLS resumption, the SECC shall not send ""NewSessionTicket"" messages to EVCC.",200
E-0129,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2705,"The ""ticket_lifetime"" according to IETF RFC 8446 shall be less than Minimum_TLS_SessionTicket_Lifetime and greater than Maximum_TLS_SessionTicket_Lifetime.",200
E-0130,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2037,"After verifying the ""NewSessionTicket"" message to be valid and contain a TLS session ticket that meets requirements",200
E-0131,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2042,"During the authentication of the EVCC using the credentials provided in ""pre_shared_key"" extension of the ""ClientHello"" message, the SECC shall simply fail to set up a TLS session if it is unable to successfully validate the PSK identity provided by the EVCC in the ""pre_shared_key"" extension of the ""ClientHello"" message.",200
E-0132,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2043,"During the authentication of the EVCC using the credentials provided in ""pre_shared_key"" extension of the ""ClientHello"" message, the SECC shall simply fail to set up a TLS session if it is unable to successfully validate the binder provided by the EVCC in the ""pre_shared_key"" extension of the ""ClientHello"" message.",200
E-0133,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2044,"If a TLS session is already active between the SECC and the EVCC, after processing a ""ClientHello"" message with a ""pre_shared_key"" extension, the SECC shall send a ""NewSessionTicket"" message (as described in IETF RFC 8446) as long as",200
E-0134,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2045,"If no TLS for V2G session is active between the EVCC and SECC, the ""pre_shared_key"" extension in a ""ClientHello"" message shall be ignored and a full-handshake TLS shall be established. TLS session termination A TLS session is terminated when the V2G session is paused or terminated due to any reason (charging process completed, cable disconnected, etc.), the VAS session is terminated, etc.",200
E-0135,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2064,"The EVCC shall continue a TLS 1.2 handshake, as described in ISO 15118-2, if the SECC selected TLS 1.2 and EVCC supports TLS 1.2.",200
E-0136,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2067,"An SECC trying to establish legacy ISO 15118-2 communication shall not request EVCC to send the EVCC’s certificate via ""CertificateRequest"" message.",200
E-0137,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2069,"If the EVCC and SECC do not support the same TLS versions, TLS session setup will fail. For example, if the EVCC only supports TLS 1.3 while SECC only supports TLS 1.2, a TLS session setup request will fail. If TLS session setup process fails due to incompatible TLS versions, the EVCC shall abort the TLS setup process and apply",200
E-0138,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2070,"If the EVCC and SECC do not support the same TLS versions, TLS session setup will fail. For example, if the EVCC only supports TLS 1.3 while SECC only supports TLS 1.2, a TLS session setup request will fail. If TLS session setup process fails due to incompatible TLS versions, the SECC shall abort the TLS setup process and apply",200
E-0139,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-073,A V2GTP entity providing a destination port shall support at least one connection on the local port V2G_DST_TCP_DATA as defined in Table 10.,200
E-0140,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-075,A V2GTP entity using a source port shall support at least one connection on the local port V2G_SRC_TCP_DATA as defined in Table 10.,200
E-0141,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-081,The EVCC shall use the port V2G_DST_TCP_DATA returned in the last SECC discovery response message (refer to 7.10.1.6) for connecting the SECC.,200
E-0142,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-082,A V2GTP entity shall use the header structure as shown in Table 12.,200
E-0143,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-083,A V2GTP entity shall send the 8 bytes of the V2GTP header in the order as shown in,200
E-0144,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-084,A byte with a lower number shall be sent before a byte with a higher number. The header starts with byte 1 and ends with byte 8.,200
E-0145,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-085,"A V2GTP entity shall send the fields ""payload type"" and ""payload length"" in big endian format: The most significant byte is sent first, the least significant byte is sent last.",200
E-0146,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-086,A V2GTP entity shall use the V2GTP message structure as shown in Figure 8 to send V2G messages as defined in Clause 8.,200
E-0147,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2307,A V2GTP entity shall use the definitions as defined in Table 13 and Table 14.,200
E-0148,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-1229,For EXI encoded V2G messages (payload 0x8001 up to and including 0x8FFF) a V2GTP entity shall use a separate V2GTP message for each V2G message.,200
E-0149,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-089,A V2GTP entity shall process the V2GTP header as defined in Table 13 before processing the payload as defined in Table 14.,200
E-0150,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-090,A V2GTP entity shall check the protocol version and inverse protocol version fields (synchronization pattern) before any other header fields.,200
E-0151,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-092,A V2GTP entity shall check the payload type after the successful check of the version and inverse version field.,200
E-0152,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-094,A V2GTP entity shall check the payload length after the successful check of the payload type.,200
E-0153,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-096,If the header processing was successful the V2GTP entity shall process the payload.,200
E-0154,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-800,"If the V2GTP header contains wrong data (e.g. not supported payload type, wrong payload length, or not supported V2GTP version) the V2GTP entity shall ignore this message.",200
E-0155,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-097,When transmitting V2G messages defined in this document by using XML all V2G entities shall use encoding format according to definitions of W3C EXI 1.0. Efficient XML interchange,200
E-0156,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-1020,"The XML schema with the namespace ""urn:iso:std:iso:15118:-20:CommonMessages"" shall be used for encoding and decoding EXI streams sent or received with Part20MainstreamPayloadID and defined in 8.3.4.1. For the definition of the XML Schema, refer to Annex A.",200
E-0157,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2308,"The XML schema with the namespace ""urn:iso:std:iso:15118:-20:AC"" shall be used for encoding and decoding EXI streams sent or received with Part20ACMainstreamPayloadID and defined in 8.3.4.4.",200
E-0158,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2309,"The XML schema with the namespace ""urn:iso:std:iso:15118:-20:DC"" shall be used for encoding and decoding EXI streams sent or received with Part20DCMainstreamPayloadID and defined in 8.3.4.5.",200
E-0159,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-4106,"The XML schema with the namespace ""urn:iso:std:iso:15118:-20:ACDP"" shall be used for encoding and decoding EXI streams sent or received with Part20ACDPMainstreamPayloadID and defined in 8.3.4.7.",200
E-0160,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-5125,"The XML schema with the namespace ""urn:iso:std:iso:15118:-20:WPT"" shall be used for encoding and decoding EXI streams sent or received with Part20WPTMainstreamPayloadID and defined in 8.3.4.6.",200
E-0161,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-099,"The EXI coder for encoding and decoding of the ISO 15118 communication shall use the default EXI coding options according to W3C EXI 1.0, subclause ""EXI options"" with the exception of the options listed in Table 15.",200
E-0162,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-100,"The EXI header (refer to W3C EXI 1.0, clause ""Header"") shall be used in a way that fulfils the ISO 15118 needs. That means, the optional EXI cookie ($EXI) shall never be used and the presence bit for EXI options shall be always set to 0 (=false). As a consequence the optional EXI options shall never be part of an EXI message defined by this document. Each EXI implementation (on EVCC or SECC side) shall discard messages that do not respect the EXI header options defined by this document.",200
E-0163,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2310,An element/attribute which is not defined in Annex A shall be encoded and decoded as schema deviation case according to W3C EXI 1.0.,200
E-0164,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-600,The EXI coder for encoding and decoding of the ISO 15118 communication shall use the EXI profile settings (Reference [105]) according to Table 16.,200
E-0165,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2311,"A simple type/value of an element/attribute which is not defined in Annex A shall be encoded and decoded type-aware. Message security Overview XML signature is a W3C recommendation that addresses the authenticity requirements of some data fragments (e.g. metering information) of the XML-based V2G communications. XML signature defines a mechanism by which messages and message parts can be digitally signed to provide integrity, to ensure that the data is not tampered with and is authentic and to v",200
E-0166,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-108,The EMAID shall be encoded in the subject of the certificate.,200
E-0167,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-117,Each V2G entity shall support detached XML signatures.,200
E-0168,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-119,"For XML signature operations, the data which gets signed, shall be the EXI representation of this data.",200
E-0169,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-764,As canonicalization method EXI with schema-informed fragment grammar shall be used.,200
E-0170,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-765,"Each message that needs the XML signature framework shall use the value ""http://www.w3.org/TR/canonical-exi/"" as algorithm attribute within the canonicalization method element. ds:SignatureType Signature attributes ds:SignedInfoType ds:SignedInfo attributes ds:CanonicalizationMethod ds:SignatureMethod ds:Reference 1..¥ ds:SignatureValue ds:KeyInfo ds:Object 0..¥ ds:ReferenceType Reference attributes ds:Transforms ds:DigestMethod ds:DigestValue",200
E-0171,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-766,"Each message that needs the XML signature framework shall use the value ""http://www.w3.org/TR/canonical-exi/"" as algorithm attribute within the transform element.",200
E-0172,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-767,"The maximum number of Transforms is limited to one (1) (i.e. per referenced element where a signature is to be transmitted for, just one single Transform algorithm can be indicated).",200
E-0173,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-1449,"The parts which are signed in the XML-based messages shall be encoded as EXI schema-informed fragment. To encode the signature header, the XML signature schema shall be used as entry point, instead of the schema defined by this document.",200
E-0174,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2473,"Each message, that needs the XML signature framework shall use the value ""http://www.w3.org/2001/04/xmldsig-more#ecdsa-sha512"" as algorithm attribute within the SignatureMethod element, if the algorithm defined in",200
E-0175,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2474,"Each message, that needs the XML signature framework shall use the value ""urn:iso:std:iso:15118:-20:Security:xmldsig#Ed448"" as Algorithm attribute within the SignatureMethod element, if the algorithm defined in",200
E-0176,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2475,"Each message, that needs the XML signature framework shall use the value ""http://www.w3.org/2001/04/xmlenc#sha512"" as algorithm attribute within the DigestMethod element, if the algorithm defined in",200
E-0177,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2476,"Each message, that needs the XML signature framework shall use the value ""urn:iso:std:iso:15118:-20:Security:xmlenc#SHAKE256"" as algorithm attribute within the DigestMethod element, if the algorithm defined in",200
E-0178,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-771,The following message elements of the XML signature framework shall not be used when transmitting signatures in the header of the V2G message: – Id (attribute in SignedInfo) – ##any in SignedInfo – CanonicalizationMethod – HMACOutputLength in SignedInfo – SignatureMethod – ##other in SignedInfo – SignatureMethod – Type (attribute in SignedInfo-Reference) – ##other in SignedInfo – Reference – Transforms – Transform – XPath in SignedInfo – Reference – Transforms – Transform – ##other in SignedInfo,200
E-0179,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2312,Each V2G entity shall be able to generate XML signatures as specified in Table 17.,200
E-0180,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2313,Each V2G entity shall be able to verify XML signatures as specified in Table 17.,200
E-0181,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2477,"Each V2G entity generating XML signatures shall utilize the private key associated with the ""subjectPublicKeyInfo"" parameter of the appropriate certificate, as specified in Table 17, to generate the XML signatures.",200
E-0182,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2478,"Each V2G entity verifying XML signatures shall utilize the public key included in the ""subjectPublicKeyInfo"" parameter of the appropriate certificate, as specified in",200
E-0183,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2479,The SA receiving a CertificateInstallationReq indicating the SignatureMethod as defined by,200
E-0184,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2699,"When generating or verifying the XML signatures, each V2G entity shall utilize the public/private key associated with the appropriate certificate (as specified in",200
E-0185,EVCC|SECC,EVCC,SECC,Z1: EV Domain,Z2: XFC/EVSE Domain,ISO 15118-20,ISO 15118-20,ISO,V2G20-2700,"When generating the XML signatures, if the V2G entity does not possess appropriate certificate (as specified in Table 17) that uses the algorithm as indicated by the configuration in",200
