Type,Mapping ID,Area,Entity,Sub Entity,Endpoint A,Endpoint B,Edge Label,Document,Standard,Requirement ID,Requirement Text,Area,Mapped_Count
Node,N-0263,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2035,"The EVCC shall reject any ""NewSessionTicket"" messages if they are received 604 800 s (7 days) or more after the ""Full Handshake"".",,89
Node,N-0264,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2036,"The EVCC shall reject any ""NewSessionTicket"" message with ""early_data"" extension (as described in IETF RFC 8446.",,89
Node,N-0265,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2039,"The EVCC shall include only one (1) ""PskIdentity"" in the ""OfferedPsks"" field of ""PreSharedKeyExtension"" value of ""pre_shared_key"" extension field of the ""ClientHello"" message it sends to set up a resumed TLS session. The EVCC will include the data from the ""ticket"" field from one of the securely stored/cached ""NewSessionTicket"" message in the ""identity"" field of ""PskIdentity"" field of the ""OfferedPsks"" field of ""PreSharedKeyExtension"" value of ""pre_shared_key"" extension field of the ""ClientHello",,89
Node,N-0266,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2040,"Once a TLS session ticket has been used to try to resume a TLS session, that particular TLS session ticket shall be discarded by the EVCC.",,89
Node,N-0267,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2046,"When a TLS session is terminated due to a VAS session being terminated, the EVCC shall irretrievably erase/delete/destroy all cryptographic data calculated for that particular TLS session. This includes all keys calculated for TLS encryption, any data calculated for certificate validation, etc.",,89
Node,N-0268,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2047,"When a TLS session is terminated due to a V2G session being paused, the EVCC shall irretrievably erase/delete/destroy all cryptographic data calculated for that particular TLS session. This includes all keys calculated for TLS encryption, any data calculated for certificate validation, etc.",,89
Node,N-0269,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2049,"When a V2G session is terminated due to any reason (charging process completed, user cancelled charging, cable disconnected, etc.), the EVCC shall terminate all TLS sessions associated with that V2G session. This includes terminating any TLS sessions associated with any VAS associated with that V2G session. The EVCC shall irretrievably erase/delete/destroy all cryptographic data calculated for all TLS sessions being terminated. This includes all keys calculated for TLS encryption, any data calcu",,89
Node,N-0270,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-079,The EVCC shall support at least one connection for a V2G communication session on port V2G_SRC_TCP_DATA.,,89
Node,N-0271,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2505,"Upon reception of SECP521_EncryptedPrivateKey, the receiver (EVCC) shall decrypt the contract certificate private key using the session key derived in the ECDHE protocol (see 7.9.2.5.4) and applying the algorithm AES-GCM-256 according to NIST Special Publication 800-38D. The IV shall be read from the 12 most significant bytes of the SECP521_EncryptedPrivateKey field. The ciphertext (encrypted private key) shall be read from the 66 bytes after the IV in the SECP521_EncryptedPrivateKey field. The",,89
Node,N-0272,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2508,"Upon reception of X448_EncryptedPrivateKey, the receiver (EVCC) shall decrypt the contract certificate private key using the same session key used to decrypt the 521- bit private key in",,89
Node,N-0273,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2531,"When the EVCC receives the parameter ECDHCurve set to ""SECP521"", it shall use the 1056 least significant bits of the DHPublicKey as the public key in calculation of the session key as defined by",,89
Node,N-0274,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2532,"When the EVCC receives the parameter ECDHCurve set to ""X448"", it shall use the 448 least significant bits of the DHPublicKey as the public key in calculation of the session key as defined by",,89
Node,N-0275,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1039,"If an EVCC supports the service AC and intends to offer it for this V2G communication session, it shall add an AppProtocol element to the supportedAppProtocolReq with ProtocolNamespace set to ""urn:iso:std:iso:15118:-20:AC"", VersionNumberMajor set to ""1"" and VersionNumberMinor set to ""0"".",,89
Node,N-0276,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2132,"If an EVCC supports the service DC and intends to offer it for this V2G communication session, it shall add an AppProtocol element to the supportedAppProtocolReq with ProtocolNamespace set to ""urn:iso:std:iso:15118:-20:DC"", VersionNumberMajor set to ""1"" and VersionNumberMinor set to ""0"".",,89
Node,N-0277,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4107,"If an EVCC supports the service ACDP and intends to offer it for this V2G communication session, it shall add an AppProtocol element to the supportedAppProtocolReq with ProtocolNamespace set to ""urn:iso:std:iso:15118:- 20:ACDP"", VersionNumberMajor set to ""1"" and VersionNumberMinor set to ""0"".",,89
Node,N-0278,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-5126,"If an EVCC supports the service WPT and intends to offer it for this V2G communication session, it shall add an AppProtocol element to the supportedAppProtocolReq with ProtocolNamespace set to ""urn:iso:std:iso:15118:- 20:WPT"", VersionNumberMajor set to ""1"" and VersionNumberMinor set to ""0"".",,89
Node,N-0279,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-173,If no successful protocol negotiation can be achieved the EVCC shall not initialize a communication session.,,89
Node,N-0280,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1022,"After having received the SessionSetupRes, the EVCC shall check if the SessionID included in any following response messages is the same as the one received during SessionSetupRes. Coordinated activities One of the primary design goals within this document is to provide the means to coordinate activities on the two sides of the charging cable. For the scheduled control mode, where power schedules are negotiated which then define future behavior, this leads to the necessity of a concept of coordi",,89
Node,N-0281,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2541,"If the EVCC detects that there has been no communication associated with a particular V2G session for 648 000 s (7,5 days), the EVCC shall immediately terminate/close that V2G session.",,89
Node,N-0282,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1243,"When sending the first SessionSetupReq message for the initiated service session (i.e. when the EVCC is not trying to resume a previously paused V2G communication session), the EVCC shall only transmit zeroes in the parameter SessionID in the message header.",,89
Node,N-0283,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2618,"If the EVCC sent the SessionSetupReq message with a SessionID consisting only of zeroes and received the SessionSetupRes message with the ResponseCode set to ""OK_NewSessionEstablished"" as well as the SessionID set to a value other than zero, the EVCC shall consider this as a new V2G communication session.",,89
Node,N-0284,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1540,"If an EVCC wants to pause an active V2G communication session, it shall do so by sending PowerDeliveryReq with ChargeProgress set to ""Stop"" followed by SessionStopReq message with the parameter ChargingSession set to value ""Pause"".",,89
Node,N-0285,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1197,"At the point in time when entering pause by SessionStopReq with ChargingSession=Pause in Scheduled control mode, the EVCC shall ensure that the applied EVPowerProfileEntry is equal to 0kW.",,89
Node,N-0286,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2071,"After pausing the V2G session, the EVCC shall terminate the TLS connection associated with the V2G session.",,89
Node,N-0287,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1199,"In scheduled control mode, the EVCC shall ensure it is resuming the communication session according to",,89
Node,N-0288,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2073,"When the EVCC wants to resume the previously paused V2G communication session, the EVCC shall follow 7.7.3.3, 7.7.3.4 and 7.7.3.5 to set up a new TLS session that can be used for V2G session resumption.",,89
Node,N-0289,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-5046,", depending on the energy transfer mode selected. Authorization from previous V2G communication session is used. As such the EVCC will bypass the authorization messages.",,89
Node,N-0290,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2615,"If the EVCC received SessionSetupRes message with the ResponseCode set to ""OK_NewSessionEstablished"" and the SessionID set to a value different than the value that it sent in SessionSetupReq message to resume the previously paused V2G communication session, the EVCC shall consider this as a new V2G communication session.",,89
Node,N-0291,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2558,"Whenever the EVCC performs the ""Full Handshake"" (as described in 7.7.3.5) to setup a TLS session (as described in 7.7.3.3, 7.7.3.4 and 7.7.3.5), it shall calculate a new session binding by following",,89
Node,N-0292,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1808,"The EVCC shall sign the SignedMeteringData using the contract certificate’s private key, which is also being used for authorization of the services in the currently active V2G communication/service session.",,89
Node,N-0293,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4016,"After receiving the SessionSetupRes with parameter ""ResponseCode = OK"" the EVCC shall start to send ACDP_SystemStatusReq messages.",,89
Node,N-0294,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1564,"If the PriceSchedule or PowerSchedule provided by the secondary actor(s) are not covering the entire period of time until DepartureTime, the target setting EVTargetEnergyRequest (refer to 8.3.4.4.2.2 and 8.3.5.4.1) has not been met and the communication session has not been finished, it is the responsibility of the EVCC to request a new ScheduleTuple as soon as the last element of PowerSchedule or PriceSchedule becomes active by triggering a schedule renegotiation.",,89
Node,N-0295,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1568,"If the PriceSchedule is signed, it shall be signed by the same private key that was used to issue the leaf contract certificate that the EVCC used during this V2G communication session during the Authorization phase.",,89
Node,N-0296,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-447,The EVCC shall wait for the SessionSetupRes message.,,89
Node,N-0297,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-448,The EVCC shall stop waiting for the SessionSetupRes message and stop monitoring the V2G_EVCC_CommunicationSetup_Timer when V2G_EVCC_CommunicationSetup_Timer is equal or larger than V2G_EVCC_CommunicationSetup_Timeout and no SessionSetupRes message was received. It shall then stop the V2G communication session.,,89
Node,N-0298,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-449,The EVCC shall stop waiting for the SessionSetupRes message and stop monitoring the V2G_EVCC_CommunicationSetup_Timer when V2G_EVCC_CommunicationSetup_Timer is smaller than V2G_EVCC_CommunicationSetup_Timeout and a SessionSetupRes message was received. It shall then process the response message as defined in 8.6.,,89
Node,N-0299,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-700,"The EVCC shall set the timeout V2G_EVCC_DC_CableCheck_Timeout to the value as defined in Table 223, reset the V2G_EVCC_DC_CableCheck_Timer and start monitoring the V2G_EVCC_DC_CableCheck_Timer when sending the message DC_CableCheckReq for the first time in a charging session.",,89
Node,N-0300,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-704,"The EVCC shall set the timeout V2G_EVCC_DC_PreCharge_Timeout to the value as defined in Table 223, reset the V2G_EVCC_DC_PreCharge_Timer and start monitoring the V2G_EVCC_DC_PreCharge_Timer when sending the message DC_PreChargeReq for the first time in a charging session.",,89
Node,N-0301,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1463,"applies, the EVCC can establish a new or resumed V2G communication session by applying",,89
Node,N-0302,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-728,"applies, the EVCC can establish a new V2G communication session by applying",,89
Node,N-0303,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1617,"The EVCC shall signal CP State B before sending the first PowerDeliveryReq with ChargeProgress equals ""Start"" within V2G communication session.",,89
Node,N-0304,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-847,"The EVCC shall signal CP State C or D no later than 250 ms after sending the first PowerDeliveryReq with ChargeProgress equals ""Start"" within V2G communication session.",,89
Node,N-0305,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1956,"The message ""ServiceSelectionRes"" shall contain the ResponseCode ""FAILED_NoServiceRenegotiationSupported"" if the first ServiceDiscoveryRes message of the service session had the ServiceRenegotiationSupported set to ""False"" and the EVCC, after waking up from a Pause, is selecting a different set of ServiceIDs or ParameterSetIDs from the first ServiceSelectionReq of the service session.",,89
Node,N-0306,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1196,"The message ""SessionStopRes"" shall contain the ResponseCode ""FAILED_PauseNotAllowed"" if the EVCC requests a pause in scheduled control mode that is not indicated by a 0kW period in the currently applied EVPowerProfileEntry. Details of ""WARNING_StandbyNotAllowed"" are provided in 8.5.6.2.",,89
Node,N-0307,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1960,"If the parameter EVSENotification in EVSEStatus is equal to ""Terminate"", the EVCC shall initiate a shutdown sequence and finally send a SessionStopReq with ChargingSession set to ""Terminate"".",,89
Node,N-0308,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2644,"If the EVCC wishes to stop the session for a non-critical reason (e.g. user interaction, errors which are not emergency related) after having sent a SessionSetupReq message and before having sent a PowerDeliveryReq message with ChargeProgress = ""Start"", the EVCC shall send a SessionStopReq message with parameter ""ChargingSession"" set to ""Terminate"" and the optional EVTerminationCode within V2G_EVCC_Sequence_Performance_Timeout according to Table 215, if not otherwise specified within this docume",,89
Node,N-0309,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1964,"If the first ServiceDiscoveryRes message of the service session had the parameter ServiceRenegotiationSupported set to ""True"" and if the parameter EVSENotification in EVSEStatus is equal to ""ServiceRenegotiation"" in AC_ChargeLoopRes, the EVCC shall initiate a ServiceRenegotiation as defined by",,89
Node,N-0310,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1965,"If the first ServiceDiscoveryRes message of the service session had the parameter ServiceRenegotiationSupported set to ""False"" and if the parameter EVSENotification in EVSEStatus is equal to ""ServiceRenegotiation"" in AC_ChargeLoopRes, the EVCC shall not initiate a ServiceRenegotiation.",,89
Node,N-0311,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1651,"If the first ServiceDiscoveryRes message of the service session had the parameter ServiceRenegotiationSupported set to ""True"" and if the parameter EVSENotification in EVSEStatus is equal to ""ServiceRenegotiation"" in DC_ChargeLoopRes, the EVCC shall initiate a ServiceRenegotiation as defined by",,89
Node,N-0312,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1652,"If the first ServiceDiscoveryRes message of the service session had the parameter ServiceRenegotiationSupported set to ""False"" and if the parameter EVSENotification in EVSEStatus is equal to ""ServiceRenegotiation"" in DC_ChargeLoopRes, the EVCC shall not initiate a ServiceRenegotiation. WPT Requirements",,89
Node,N-0313,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-5080,"If the first ServiceDiscoveryRes message of the service session had the parameter ServiceRenegotiationSupported set to ""True"" and if the parameter EVSENotification in EVSEStatus is equal to ""ServiceRenegotiation"" WPT_ChargeLoopRes, the EVCC shall initiate a ServiceRenegotiation as defined by",,89
Node,N-0314,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-5081,"If the first ServiceDiscoveryRes message of the service session had the parameter ServiceRenegotiationSupported set to ""False"" and if the parameter EVSENotification in EVSEStatus is equal to ""ServiceRenegotiation"" in WPT_ChargeLoopRes, the EVCC shall not initiate a ServiceRenegotiation. EVCC General The EVCC behavior defining all valid request-response message sequence. Error handling",,89
Node,N-0315,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4030,"The EVCC shall stop the V2G communication session when ""ResponseCode ≠ OK"" of ""SessionSetupRes"".",,89
Node,N-0316,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4031,"If EVCC is using ServiceName = DC_ACDP in Table 204, the EVCC shall send SessionStopReq when the ""ResponseCode ≠ OK"" of ""ACDP_VehiclePositioningRes"".",,89
Node,N-0317,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4032,"If EVCC is using ServiceName = DC_ACDP in Table 204, the EVCC shall send a SessionStopReq when ""ResponseCode ≠ OK"" of ""ServiceDiscoveryRes"".",,89
Node,N-0318,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4033,"If EVCC is using ServiceName = DC_ACDP in Table 204, the EVCC shall send a SessionStopReq when ""ResponseCode ≠ OK"" of ""ServiceDetailRes"".",,89
Node,N-0319,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4034,"If EVCC is using ServiceName = DC_ACDP in Table 204, the EVCC shall send a SessionStopReq when ""ResponseCode ≠ OK"" of ""ServiceSelectionRes"".",,89
Node,N-0320,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4035,"If EVCC is using ServiceName = DC_ACDP in Table 204, the EVCC shall send a SessionStopReq when ""ResponseCode ≠ OK"" of ""AuthorizationSetupRes"".",,89
Node,N-0321,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4036,"If EVCC is using ServiceName = DC_ACDP in Table 204, the EVCC shall send a SessionStopReq ""ResponseCode ≠ OK"" of ""AuthorizationRes"".",,89
Node,N-0322,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4037,"If EVCC is using ServiceName = DC_ACDP in Table 204, the EVCC shall send a SessionStopReq when ""ResponseCode ≠ OK"" of ""CertificateInstallationRes"".",,89
Node,N-0323,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4038,"If EVCC is using ServiceName = DC_ACDP in Table 204, the EVCC shall send a SessionStopReq when ""ResponseCode ≠ OK"" of ""DC_ChargeParameterDiscoveryRes"".",,89
Node,N-0324,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4079,"If EVCC is using ServiceName = DC_ACDP in Table 204, the EVCC shall send a SessionStopReq when ""ResponseCode ≠ OK"" of ScheduleExchangeRes"".",,89
Node,N-0325,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4044,"If EVCC is using ServiceName = DC_ACDP in Table 204, after receiving the ACDP_DisconnectRes with ""ResponseCode ≠ OK"", the EVCC shall send a SessionStopReq. Message Flow 8.6.4.5.3.1 Common message flow",,89
Node,N-0326,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1747,"After receiving the supportedAppProtocolRes with ""ResponseCode = OK_SuccessfulNegotiation"", the EVCC shall send a SessionSetupReq within V2G_EVCC_Sequence_Performance_Timeout according to Table 215.",,89
Node,N-0327,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1749,"If the EVCC is using PLC, after receiving the SessionSetupRes with ""ResponseCode = OK"", the EVCC shall send an AuthorizationSetupReq within V2G_EVCC_Sequence_Performance_Timeout according to Table 215.",,89
Node,N-0328,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1476,"If the first ServiceDiscoveryRes of the service session had the parameter ServiceRenegotiationSupported set to ""True"" and the EVCC decided to perform a ServiceRenegotiation, the EVCC shall send a SessionStopReq with ChargingSession set to ""ServiceRenegotiation"".",,89
Node,N-0329,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1480,The EVCC shall only consider the status of the parameter ServiceRenegotiationSupported sent in the first ServiceDiscoveryRes of the service session.,,89
Node,N-0330,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-1462,"After receiving the DC_WeldingDetectionRes message with ""ResponseCode = OK"", the EVCC shall send a SessionStopReq within V2G_EVCC_Sequence_Performance_Timeout according to Table 215.",,89
Node,N-0331,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-5042,"If the EVCC is using the WPT module, after receiving the SessionSetupRes with ""ResponseCode = OK"", the EVCC shall send a WPT_FinePositioningSetupReq within V2G_EVCC_Sequence_Performance_Timeout according to Table 215.",,89
Node,N-0332,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-5067,"After receiving one of the messages WPT_FinePositioningSetupRes, WPT_FinePositioningRes, WPT_PairingRes, WPT_AlignmentCheckRes, WPT_ChargeLoopRes with ResponseCode = FAILED the EVCC shall send a SessionStopReq within V2G_EVCC_Sequence_Performance_Timeout according to",,89
Node,N-0333,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-5055,"After receiving a WPT_FinePositioningRes with ""ResponseCode = WARNING_WPT"" and EVSEProcessing set to ""Finished"", the EVCC shall send a WPT_FinePositioningSetupReq or terminate by sending a SessionStopReq within V2G_EVCC_Sequence_Performance_Timeout according to Table 218.",,89
Node,N-0334,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-5054,"After receiving a WPT_PairingRes with ResponseCode = ""WARNING_WPT"", and EVSEProcessing set to ""Finished"", the EVCC shall send a WPT_FinePositioningSetupSetupReq or terminate by sending a SessionStopReq within V2G_EVCC_Sequence_Performance_Timeout according to Table 215.",,89
Node,N-0335,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-5062,"After receiving a WPT_ChargeParameterDiscoveryRes with ResponseCode = ""WARNING_WPT"" the EVCC shall send a WPT_FinePositioningSetupReq or terminate by sending a SessionStopReq within V2G_EVCC_Sequence_Performance_Timeout according to Table 218.",,89
Node,N-0336,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-5057,"After receiving a WPT_AlignmentCheckRes with ResponseCode = ""WARNING_WPT"", and EVSEProcessing set to ""Finished"", the EVCC shall send a WPT_FinePositioningSetupReq or terminate by sending a SessionStopReq within V2G_EVCC_Sequence_Performance_Timeout according to Table 215.",,89
Node,N-0337,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-5061,"If EVCC uses ServiceName = WPT from Table 204, after receiving the PowerDeliveryRes with ""ResponseCode = WARNING_WPT"", the EVCC shall send a WPT_FinePositioningSetupReq or terminate by sending a SessionStopReq within V2G_EVCC_Sequence_Performance_Timeout according to Table 218.",,89
Node,N-0338,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-5058,"After receiving a WPT_ChargeLoopRes with ""ResponseCode = WARNING_WPT"", the EVCC shall send a WPT_AlignmentCheckReq or a WPT_PairingReq or terminate by sending a SessionStopReq within V2G_EVCC_Sequence_Performance_Timeout according to Table 215.",,89
Node,N-0339,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-5040,"If EVCC is using ServiceName = WPT in Table 204, after receiving the PowerDeliveryRes with ""ResponseCode = OK"", and if the previous PowerDeliveryReq message has ChargeProgress = ""Stop"", the EVCC shall send a SessionStopReq within V2G_EVCC_Sequence_Performance_Timeout according to Table 215. 8.6.4.5.3.5 ACDP message flow",,89
Node,N-0340,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4055,"After receiving the ACDP_DisconnectRes with ""ResponseCode = OK"" and with parameter ""EVSEProcessing"" set to ""Finished"", the EVCC shall send a SessionStopReq while V2G_EVCC_Sequence_Timer is smaller than V2G_EVCC_Sequence_Performance_Time.",,89
Node,N-0341,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-4056,"If EVCC is using ServiceName = DC_ACDP after receiving the SessionStopRes with ""ResponseCode = OK"" the EVCC shall stop all multiplexed communication.",,89
Node,N-0342,Z1: EV Domain,EVCC,EVCC Session Manager,,,,ISO 15118-20,ISO,V2G20-2092,The OEM shall ensure that the EVCCID does not change during an ISO 15118-20 communication session.,,89
Node,N-0343,Z1: EV Domain,EVCC,EVCC PnC Cert Handler,,,,ISO 15118-20,ISO,V2G20-2341,"The EVCC shall contain at least one contract certificate or, in case the EVCC supports contract certificate installation via EVSE, storage space for at least one contract certificate. This certificate is necessary for PnC authorization. Refer to 7.3.2.1 for contract certificate requirements.",,19
Node,N-0344,Z1: EV Domain,EVCC,EVCC PnC Cert Handler,,,,ISO 15118-20,ISO,V2G20-2342,The EVCC shall contain one OEM provisioning certificate. This certificate is necessary for contract certificate installation via EVSE. Refer to 7.3.2.1 for OEM provisioning certificate requirements.,,19
Node,N-0345,Z1: EV Domain,EVCC,EVCC PnC Cert Handler,,,,ISO 15118-20,ISO,V2G20-2698,"The SA shall use the same (elliptic curve) EC to generate the contract certificate key pair and to encrypt the contract certificate private key as the one used in the EVCC's OEM provisioning certificate, except for the case when the SA's configuration parameter according to",,19
Node,N-0346,Z1: EV Domain,EVCC,EVCC PnC Cert Handler,,,,ISO 15118-20,ISO,V2G20-2505,"Upon reception of SECP521_EncryptedPrivateKey, the receiver (EVCC) shall decrypt the contract certificate private key using the session key derived in the ECDHE protocol (see 7.9.2.5.4) and applying the algorithm AES-GCM-256 according to NIST Special Publication 800-38D. The IV shall be read from the 12 most significant bytes of the SECP521_EncryptedPrivateKey field. The ciphertext (encrypted private key) shall be read from the 66 bytes after the IV in the SECP521_EncryptedPrivateKey field. The",,19
Node,N-0347,Z1: EV Domain,EVCC,EVCC PnC Cert Handler,,,,ISO 15118-20,ISO,V2G20-2506,The EVCC shall use the 521 least significant bits of the decrypted data as the 521 bit contract certificate private key.,,19
Node,N-0348,Z1: EV Domain,EVCC,EVCC PnC Cert Handler,,,,ISO 15118-20,ISO,V2G20-2507,"Upon receipt of a contract certificate, the EVCC shall verify that the 521 bit private key received with the certificate is a valid 521 bit private key for that certificate: – its value shall be strictly smaller than the order of the base point for secp521r1 curve; AND – multiplication of the base point with this value shall generate a key matching the 521 bit public key of the contract certificate. Decryption of 448-bit contract certificate private key for EVCC without TPM 2.0",,19
Node,N-0349,Z1: EV Domain,EVCC,EVCC PnC Cert Handler,,,,ISO 15118-20,ISO,V2G20-2508,"Upon reception of X448_EncryptedPrivateKey, the receiver (EVCC) shall decrypt the contract certificate private key using the same session key used to decrypt the 521- bit private key in",,19
Node,N-0350,Z1: EV Domain,EVCC,EVCC PnC Cert Handler,,,,ISO 15118-20,ISO,V2G20-2509,The EVCC shall use the 448 bit decrypted data as the 448 bit contract certificate private key.,,19
